"State","Facility Name","Facility ID","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"AL","Barry",3,"2010-01-14",7,2056,,5974.458,1304.699,2195.899,15912.7
"AL","Barry",3,"2010-01-14",8,2040,,5827.849,1294.301,2206.3,15805.5
"AL","Barry",3,"2010-01-14",9,2051,,5816.215,1290.6,2212.9,15744.7
"AL","Barry",3,"2010-01-14",10,1995,,5803.909,1267.3,2205.699,15373.3
"AL","Barry",3,"2010-01-14",11,1940,,5706.685,1242.399,2235.799,15042.7
"AL","Barry",3,"2010-01-14",12,1971,,5822.954,1259.2,2212.7,15255.5
"AL","Barry",3,"2010-01-14",13,1851,,5503.865,1182.9,2259.4,14309.4
"AL","Barry",3,"2010-01-14",14,1627,,4904.851,1041.8,2428.1,12645.4
"AL","Barry",3,"2010-01-14",15,1683,,5211.382,1075.5,2465.8,13063.4
"AL","Barry",3,"2010-01-14",16,1837,,5928.453,1184.1,2322,14313
"AL","Barry",3,"2010-01-14",17,2010,,6606.299,1289.299,2333.799,15581.7
"AL","Barry",3,"2010-01-14",18,2018,,6626.823,1296.8,2263.1,15671.6
"AL","Barry",3,"2010-01-14",19,2018,,6567.326,1295.699,2203.9,15662.4
"AL","Barry",3,"2010-01-14",20,2010,,6500.603,1289.6,2152.701,15587.7
"AL","Barry",3,"2010-01-14",21,1998,,6420.294,1279.3,2147.5,15479.1
"AL","Barry",3,"2010-01-14",22,2003,,6401.025,1283.7,2116.9,15546.1
"AL","Barry",3,"2010-01-14",23,2000,,6339.428,1285.1,2158.8,15560.8
"AL","Barry",3,"2010-01-15",0,1888,,5921.868,1227.501,2198.099,14886.4
"AL","Barry",3,"2010-01-15",1,1860,,5444.975,1183.399,2367.899,14533.2
"AL","Barry",3,"2010-01-15",2,1936,,5847.041,1241.201,2273.901,15141.5
"AL","Barry",3,"2010-01-15",3,2017,,6149.095,1292.4,2162.6,15748.5
"AL","Barry",3,"2010-01-15",4,2053,,6174.444,1306.1,2184.699,15916
"AL","Barry",3,"2010-01-15",5,2052,,6112.241,1300.499,2138.801,15859.9
"AL","Barry",3,"2010-01-15",6,2052,,6076.752,1295.201,2139.799,15815.2
"AL","Barry",3,"2010-01-15",7,2053,,6324.356,1299,2127.1,15855.3
"AL","Barry",3,"2010-01-15",8,2035,,6665.736,1285.399,2124.801,15708.8
"AL","Barry",3,"2010-01-15",9,2030,,6984.497,1282.3,2134.9,15650.9
"AL","Barry",3,"2010-01-15",10,1955,,6763.648,1237.8,2212.6,15114.8
"AL","Barry",3,"2010-01-15",11,1912,,6746.681,1211.7,2280.8,14812
"AL","Barry",3,"2010-01-15",12,1867,,6790.912,1189.4,2163.3,14544.6
"AL","Barry",3,"2010-01-15",13,1687,,6015.812,1064.4,1989,13045.7
"AL","Barry",3,"2010-01-15",14,1591,,5760.441,1011,1990.4,12407.2
"AL","Barry",3,"2010-01-15",15,1413,,5111.565,910,2356.5,11157.8
"AL","Barry",3,"2010-01-15",16,1523,,5271.987,957.8,2237.6,11850.6
"AL","Barry",3,"2010-01-15",17,1883,,7083.173,1218.401,2392.4,14870.4
"AL","Barry",3,"2010-01-15",18,1913,,7208.473,1241.699,2590.5,15100.3
"AL","Barry",3,"2010-01-15",19,1965,,7727.378,1293,2410.7,15603.2
"AL","Barry",3,"2010-01-15",20,1980,,7789.286,1300.301,2299.6,15679
"AL","Barry",3,"2010-01-15",21,1972,,7645.677,1285.9,2196.4,15533
"AL","Barry",3,"2010-01-15",22,1910,,7361.721,1244.7,2262.4,15091.4
"AL","Barry",3,"2010-01-15",23,1773,,6736.725,1143.5,2446.3,13967.4
"AL","Barry",3,"2010-01-16",0,1768,,6754.994,1133.5,2357.299,13850.5
"AL","Barry",3,"2010-01-16",1,1469,,5462.606,927.2,2164.4,11357.5
"AL","Barry",3,"2010-01-16",2,1377,,5098.121,867.701,2016.499,10645.2
"AL","Barry",3,"2010-01-16",3,1280,,4576.541,804.499,2003.5,9973
"AL","Barry",3,"2010-01-16",4,1162,,3429.592,687,1831.4,8793.9
"AL","Barry",3,"2010-01-16",5,1234,,4159.953,786.6,2281.6,9877.7
"AL","Barry",3,"2010-01-16",6,1402,,4689.645,870.199,2189.6,10897
"AL","Barry",3,"2010-01-16",7,1704,,6255.182,1075.6,2350.2,13206.9
"AL","Barry",3,"2010-01-16",8,1903,,7261.252,1205.6,2323.8,14732.8
"AL","Barry",3,"2010-01-16",9,1898,,6966.333,1189.3,2288.099,14561
"AL","Barry",3,"2010-01-16",10,1960,,7313.374,1242.101,2109.1,15103
"AL","Barry",3,"2010-01-16",11,1942,,7150.269,1221.699,2189.2,14900.5
"AL","Barry",3,"2010-01-16",12,1917,,6989.658,1200.201,2167.201,14683.9
"AL","Barry",3,"2010-01-16",13,1921,,7166.051,1207.6,2214.099,14751.2
"AL","Barry",3,"2010-01-16",14,1910,,7619.122,1232.199,2116.4,14899.8
"AL","Barry",3,"2010-01-16",15,1912,,7606.513,1236.5,2093.1,14936.7
"AL","Barry",3,"2010-01-16",16,1778,,7700.504,1179.801,2102.399,13956.05
"AL","Barry",3,"2010-01-16",17,1798,,7786.734,1206.4,2125.9,14378.4
"AL","Barry",3,"2010-01-16",18,1952,,7829.424,1255.3,2133.401,15196.5
"AL","Barry",3,"2010-01-16",19,1960,,7865.446,1256.599,2148,15224.4
"AL","Barry",3,"2010-01-16",20,1949,,7864.014,1253.5,2151.201,15170.9
"AL","Barry",3,"2010-01-16",21,1748,,7171.403,1138,2010.8,13689.2
"AL","Barry",3,"2010-01-16",22,1513,,5935.908,973.7,2052.599,11810.6
"AL","Barry",3,"2010-01-16",23,1190,,4330.492,771.3,2113.2,9614.7
"AL","Barry",3,"2010-01-17",0,1159,,4379.382,778.801,2142.499,9681.5
"AL","Barry",3,"2010-01-17",1,1161,,4387.188,785.799,2103.3,9754.3
"AL","Barry",3,"2010-01-17",2,1158,,4395.677,784.501,2119.8,9734.5
"AL","Barry",3,"2010-01-17",3,1158,,4390.175,784.8,2124.599,9735.7
"AL","Barry",3,"2010-01-17",4,1160,,4396.387,785.099,2141.999,9745.7
"AL","Barry",3,"2010-01-17",5,1160,,4392.393,786.299,2164.8,9762
"AL","Barry",3,"2010-01-17",6,1175,,3480.036,694.701,1788.6,8899.8
"AL","Barry",3,"2010-01-17",7,1178,,3544.139,702.4,1733.5,8977.5
"AL","Barry",3,"2010-01-17",8,1183,,3596.639,709,1728.201,9042.3
"AL","Barry",3,"2010-01-17",9,1463,,4948.231,911.2,2129.401,11358
"AL","Barry",3,"2010-01-17",10,1643,,5983.521,1043,2175.601,12772.8
"AL","Barry",3,"2010-01-17",11,1655,,5983.118,1053.9,2205.3,12879.1
"AL","Barry",3,"2010-01-17",12,1704,,6269.407,1098.4,2260.2,13374.2
"AL","Barry",3,"2010-01-17",13,1670,,6191.094,1082,2194.2,13135.3
"AL","Barry",3,"2010-01-17",14,1664,,6143.813,1083.5,2282.8,13165.6
"AL","Barry",3,"2010-01-17",15,1648,,6045.588,1073,2300.3,13044.5
"AL","Barry",3,"2010-01-17",16,1818,,6776.32,1193.3,2296.401,14449.7
"AL","Barry",3,"2010-01-17",17,1973,,7315.318,1288.7,2208.499,15586.4
"AL","Barry",3,"2010-01-17",18,1965,,7179.707,1276.8,2239.499,15463.2
"AL","Barry",3,"2010-01-17",19,1966,,7119.315,1269.399,2241.1,15399.7
"AL","Barry",3,"2010-01-17",20,1906,,6811.009,1227.501,2234.399,14916.6
"AL","Barry",3,"2010-01-17",21,1666,,6467.67,1107.6,2341.6,13157.7
"AL","Barry",3,"2010-01-17",22,1302,,5987.806,928.9,2283.4,10529.9
"AL","Barry",3,"2010-01-17",23,1129,,5211.646,807.3,1993.6,9161.8
"AL","Barry",3,"2010-01-18",0,961,,4646.445,709.801,1821.499,8001.9
"AL","Barry",3,"2010-01-18",1,995,,4404.162,699.6,1832.9,8055
"AL","Barry",3,"2010-01-18",2,985,,4355.265,689.975,1833.8,7943.95
"AL","Barry",3,"2010-01-18",3,1090,,4781.392,755.699,1930.3,8761.425
"AL","Barry",3,"2010-01-18",4,1238,,5185.228,864.35,2085.975,10197.55
"AL","Barry",3,"2010-01-18",5,1346,,4789.477,903.1,1946.4,11028.6
"AL","Barry",3,"2010-01-18",6,1799,,5644.453,1115.8,1999,13928.3
"AL","Barry",3,"2010-01-18",7,1895,,6411.082,1199.301,2033.6,14762
"AL","Barry",3,"2010-01-18",8,1909,,6667.764,1217.2,2137.799,14925.8
"AL","Barry",3,"2010-01-18",9,1904,,6574.543,1204.1,2090.1,14782
"AL","Barry",3,"2010-01-18",10,1949,,6941.209,1258.799,2122.899,15290.7
"AL","Barry",3,"2010-01-18",11,1851,,6676.383,1221.6,2093,14769.9
"AL","Barry",3,"2010-01-18",12,1684,,6103.824,1119.6,2283.9,13524.3
"AL","Barry",3,"2010-01-18",13,1622,,5842.005,1083.6,2326.3,13089.8
"AL","Barry",3,"2010-01-18",14,1408,,5026.873,953.4,2113.6,11518.9
"AL","Barry",3,"2010-01-18",15,1267,,4157.309,832.5,1747.7,10225.2
"AL","Barry",3,"2010-01-18",16,1362,,4344.602,886.999,1849,10962
"AL","Barry",3,"2010-01-18",17,1785,,6040.024,1168.299,2194.201,14279.9
"AL","Barry",3,"2010-01-18",18,1971,,7111.436,1319.4,2308.7,15900.1
"AL","Barry",3,"2010-01-18",19,1973,,6957.651,1309.301,2268.299,15811
"AL","Barry",3,"2010-01-18",20,1941,,6893.299,1304.4,2239.099,15728.1
"AL","Barry",3,"2010-01-18",21,1944,,6794.361,1301.201,2246.499,15668.9
"AL","Barry",3,"2010-01-18",22,1761,,6203.203,1193.8,2409.699,14301.1
"AL","Barry",3,"2010-01-18",23,1489,,5427.871,1036.8,2172.601,12400.1
"AL","Barry",3,"2010-01-19",0,1378,,4645.612,928.5,2048.299,11303.2
"AL","Barry",3,"2010-01-19",1,1379,,4627.854,927,2079.599,11316.2
"AL","Barry",3,"2010-01-19",2,1448,,4900.493,967.601,2005.2,11809.5
"AL","Barry",3,"2010-01-19",3,1690,,5919.181,1144.4,2236.8,13873.7
"AL","Barry",3,"2010-01-19",4,1926,,6862.266,1302.6,2252.8,15688.6
"AL","Barry",3,"2010-01-19",5,2008,,7055.569,1357.2,2315.799,16291
"AL","Barry",3,"2010-01-19",6,2048,,7011.428,1387.6,2515.8,16629.6
"AL","Barry",3,"2010-01-19",7,2174,,7777.944,1525.899,2780.8,17988.2
"AL","Barry",3,"2010-01-19",8,2166,,8067.32,1530.3,2935.2,18015.3
"AL","Barry",3,"2010-01-19",9,2211,,8725.962,1595.3,3039.1,18606.4
"AL","Barry",3,"2010-01-19",10,1905,,9997.409,1716.9,3672.801,19685.6
"AL","Barry",3,"2010-01-19",11,1783,,9562.65,1654.8,3353.201,18898.1
"AL","Barry",3,"2010-01-19",12,1731,,9403.776,1633.3,3163.899,18638
"AL","Barry",3,"2010-01-19",13,1615,,9778.469,1648.4,3271.999,18569.4
"AL","Barry",3,"2010-01-19",14,1377,,8885.853,1508.4,4510.3,16913.5
"AL","Barry",3,"2010-01-19",15,1326,,8317.752,1426.5,3408.801,16115.9
"AL","Barry",3,"2010-01-19",16,1284,,8825.81,1433.5,3585,16152.4
"AL","Barry",3,"2010-01-19",17,1701,,11371.154,1806.301,4226,20378.7
"AL","Barry",3,"2010-01-19",18,1930,,13170.14,2047.8,4150.7,22932.6
"AL","Barry",3,"2010-01-19",19,1917,,13019.759,2017.2,4263.1,22578
"AL","Barry",3,"2010-01-19",20,1916,,13497.743,2068.3,4633.7,23064.1
"AL","Barry",3,"2010-01-19",21,1724,,13215.676,1981.8,4539,21964.2
"AL","Barry",3,"2010-01-19",22,1360,,11785.334,1727.6,4285.5,19034.1
"AL","Barry",3,"2010-01-19",23,1266,,11020.098,1633.601,4248.7,18164.2
"AL","Barry",3,"2010-01-20",0,1471,,11899.362,1766.3,4304.3,19713.6
"AL","Barry",3,"2010-01-20",1,1298,,11258.539,1659,4251.6,18371.8
"AL","Barry",3,"2010-01-20",2,1264,,11686.609,1703.501,4653.9,18782.4
"AL","Barry",3,"2010-01-20",3,2007,,10633.338,1599.801,4546.4,17862.2
"AL","Barry",3,"2010-01-20",4,2070,,10523.878,1611.3,4635.5,18141.8
"AL","Barry",3,"2010-01-20",5,2506,,12247.727,1888.8,4901.3,21373.1
"AL","Barry",3,"2010-01-20",6,2617,,12767.324,1968.9,4959.9,22221.5
"AL","Barry",3,"2010-01-20",7,2664,,13259.901,2029.4,4980.101,22795.3
"AL","Barry",3,"2010-01-20",8,1944,,14116.836,2109.8,5283.5,23535.4
"AL","Barry",3,"2010-01-20",9,2638,,14321.53,2072.101,5419.601,23022.2
"AL","Barry",3,"2010-01-20",10,2541,,14111.255,1998.1,5670.8,22176.3
"AL","Barry",3,"2010-01-20",11,2375,,13636.678,1899.5,5603.2,21021.8
"AL","Barry",3,"2010-01-20",12,2426,,13687.483,1917.8,5491.7,21275.6
"AL","Barry",3,"2010-01-20",13,2397,,13689.515,1910.699,5486.099,21158.6
"AL","Barry",3,"2010-01-20",14,2200,,13057.512,1790.301,5014.8,19701.6
"AL","Barry",3,"2010-01-20",15,2163,,12546.499,1753.801,4886.2,19335.6
"AL","Barry",3,"2010-01-20",16,2362,,12604.068,1845.4,4711,20629.1
"AL","Barry",3,"2010-01-20",17,2693,,14425.345,2109.601,5001.899,23538.1
"AL","Barry",3,"2010-01-20",18,2717,,14535.643,2125.6,4991.6,23691.9
"AL","Barry",3,"2010-01-20",19,2717,,14477.94,2110.401,4731,23542.5
"AL","Barry",3,"2010-01-20",20,2716,,14584.238,2118.399,4239.501,23618
"AL","Barry",3,"2010-01-20",21,2411,,14586.31,1974.95,2768.975,21219.65
"AL","Barry",3,"2010-01-20",22,1654,,13700.418,1604.749,2649.75,15723.675
"AL","Barry",3,"2010-01-20",23,1377,,12072.7,1401.101,2371.9,13655.3
"AL","Barry",3,"2010-01-21",0,1034,,8675.399,1009.501,2152,9838.7
"AL","Barry",3,"2010-01-21",1,923,,8224.9,960.8,2425.599,9364
"AL","Barry",3,"2010-01-21",2,932,,8200.901,961,2602.1,9366.9
"AL","Barry",3,"2010-01-21",3,945,,8186.5,957.399,2387.6,9331.4
"AL","Barry",3,"2010-01-21",4,1178,,9536.139,1143.6,2607.55,11384.75
"AL","Barry",3,"2010-01-21",5,1463,,10716.284,1345.6,2699.1,13805.6
"AL","Barry",3,"2010-01-21",6,1817,,12658.435,1616.8,2548.8,16765.1
"AL","Barry",3,"2010-01-21",7,2105,,13864.964,1819.2,2458.2,19179.7
"AL","Barry",3,"2010-01-21",8,2182,,14402.378,1885,2279.6,19829.6
"AL","Barry",3,"2010-01-21",9,2176,,14376.777,1892.801,2306.299,19904.6
"AL","Barry",3,"2010-01-21",10,2122,,17665.167,1733.85,11916.851,18348.1
"AL","Barry",3,"2010-01-21",11,2121,,26646.264,2243.499,21826.799,23312.4
"AL","Barry",3,"2010-01-21",12,2145,,26939.66,2274.101,21846.6,23609.9
"AL","Barry",3,"2010-01-21",13,2142,,26992.851,2272.801,21836.401,23591.2
"AL","Barry",3,"2010-01-21",14,2144,,6865.348,1991.9,2484.901,20850.5
"AL","Barry",3,"2010-01-21",15,2156,,7428.652,2021.8,2549.4,21146.7
"AL","Barry",3,"2010-01-21",16,2164,,7912.76,2042,2641.3,21347.8
"AL","Barry",3,"2010-01-21",17,2193,,8382.659,2050.3,2944.2,21427.6
"AL","Barry",3,"2010-01-21",18,2157,,8123.479,2028.7,2979.1,21232.9
"AL","Barry",3,"2010-01-21",19,2147,,8278.879,2051.399,2855.2,21452.7
"AL","Barry",3,"2010-01-21",20,2144,,8320.18,2050.799,2790.499,21446.4
"AL","Barry",3,"2010-01-21",21,2044,,8274.538,2000.801,2782.4,20790.6
"AL","Barry",3,"2010-01-21",22,1542,,8271.745,1807.125,2706.399,17645.5
"AL","Barry",3,"2010-01-21",23,1275,,6788.1,1599.9,2809.7,15593.8
"AL","Barry",3,"2010-01-22",0,966,,4943.801,1411.4,2868.3,13756.8
"AL","Barry",3,"2010-01-22",1,930,,4817.4,1409.501,2996.3,13738.7
"AL","Barry",3,"2010-01-22",2,994,,4709.247,1435.5,3175.599,14163.5
"AL","Barry",3,"2010-01-22",3,1105,,4712.183,1506.351,3135.825,15231.6
"AL","Barry",3,"2010-01-22",4,1572,,5446.355,1728.5,3043.9,18286.4
"AL","Barry",3,"2010-01-22",5,2273,,7344.848,2068.899,3324.7,22652.1
"AL","Barry",3,"2010-01-22",6,2556,,7575.438,1783.599,2878.5,20426.5
"AL","Barry",3,"2010-01-22",7,2580,,7560.274,1790.7,2939.1,20520.3
"AL","Barry",3,"2010-01-22",8,2550,,7513.263,1766.5,2995.9,20276.7
"AL","Barry",3,"2010-01-22",9,2483,,7244.338,1710.2,2991.2,19710.4
"AL","Barry",3,"2010-01-22",10,2495,,7018.098,1733.7,2804.4,19910.8
"AL","Barry",3,"2010-01-22",11,2459,,6823.868,1720.8,2779.699,19763.9
"AL","Barry",3,"2010-01-22",12,2378,,6359.743,1667,3010.3,19081.9
"AL","Barry",3,"2010-01-22",13,2291,,5827.648,1618.5,3201.2,18543
"AL","Barry",3,"2010-01-22",14,2182,,5166.034,1544.4,2965.5,17669.6
"AL","Barry",3,"2010-01-22",15,2148,,4969.432,1532,2731.1,17408.4
"AL","Barry",3,"2010-01-22",16,2191,,5268.686,1564.099,2940,17759.4
"AL","Barry",3,"2010-01-22",17,2447,,6069.111,1706.9,3033,19587.5
"AL","Barry",3,"2010-01-22",18,2445,,6158.959,1725.601,3194.6,19804.9
"AL","Barry",3,"2010-01-22",19,2446,,6151.454,1733.901,3289.8,19883.3
"AL","Barry",3,"2010-01-22",20,2439,,6093.008,1725.5,3204.501,19768.6
"AL","Barry",3,"2010-01-22",21,2408,,6012.393,1709.2,3189.599,19529.8
"AL","Barry",3,"2010-01-22",22,2132,,5930.761,1577.7,3242.1,17663
"AL","Barry",3,"2010-01-22",23,1524,,5450.432,1280.349,3444.451,12781.85
"AL","Barry",3,"2010-01-23",0,1250,,4654.501,1167,3208.1,11373.5
"AL","Barry",3,"2010-01-23",1,1252,,4760.8,1170.799,3296.701,11411.8
"AL","Barry",3,"2010-01-23",2,1257,,4858.1,1182.299,3272.3,11523.7
"AL","Barry",3,"2010-01-23",3,1220,,4765.1,1142.199,3218.2,11132.3
"AL","Barry",3,"2010-01-23",4,1239,,4937.5,1162.001,3235.8,11324.7
"AL","Barry",3,"2010-01-23",5,1364,,5821.899,1280.9,3234.9,12484.1
"AL","Barry",3,"2010-01-23",6,1401,,5687.4,1269.4,2968,12371.9
"AL","Barry",3,"2010-01-23",7,1425,,5876.5,1296.2,2951.8,12634.6
"AL","Barry",3,"2010-01-23",8,1435,,5943.2,1300.8,3043.1,12679.5
"AL","Barry",3,"2010-01-23",9,1441,,6002.201,1313.699,2971.999,12803.8
"AL","Barry",3,"2010-01-23",10,1454,,6132.8,1327.2,3123.8,12935.3
"AL","Barry",3,"2010-01-23",11,1423,,5915.9,1303.7,3059.3,12706.4
"AL","Barry",3,"2010-01-23",12,1389,,5957.5,1267.801,3140.4,12356.6
"AL","Barry",3,"2010-01-23",13,1326,,6093.599,1201.699,3330.6,11713.6
"AL","Barry",3,"2010-01-23",14,1325,,6355.6,1194.4,3002.2,11641.3
"AL","Barry",3,"2010-01-23",15,1322,,6558.3,1202.601,2837.8,11720.4
"AL","Barry",3,"2010-01-23",16,1361,,7331.501,1254.8,3083.9,12229.3
"AL","Barry",3,"2010-01-23",17,1352,,7537.001,1252.7,3081.6,12209.1
"AL","Barry",3,"2010-01-23",18,1401,,7781.5,1307.8,3063.6,12747
"AL","Barry",3,"2010-01-23",19,1525,,7846.1,1431.599,3028.1,13953.5
"AL","Barry",3,"2010-01-23",20,1541,,7796.4,1435.401,2959.3,13990.9
"AL","Barry",3,"2010-01-23",21,1546,,7928.599,1437.3,3057,14008.8
"AL","Barry",3,"2010-01-23",22,1548,,8055.499,1440.2,3055.699,14037.6
"AL","Barry",3,"2010-01-23",23,1391,,6465.601,1267.8,3093.7,12356.2
"AL","Barry",3,"2010-01-24",0,1181,,5721.7,1073.099,3064.399,10459.3
"AL","Barry",3,"2010-01-24",1,1126,,5753.2,1025.601,2890.3,9996.3
"AL","Barry",3,"2010-01-24",2,1102,,5388,992.2,2836.1,9671
"AL","Barry",3,"2010-01-24",3,1116,,5522.4,1006.1,2812.5,9806.5
"AL","Barry",3,"2010-01-24",4,1123,,5628.9,1014,2827.2,9882
"AL","Barry",3,"2010-01-24",5,1064,,5234.401,981.5,2867.9,9566.3
"AL","Barry",3,"2010-01-24",6,1057,,4989.499,973.9,2788.801,9492.5
"AL","Barry",3,"2010-01-24",7,1188,,5456.1,1079.501,2753.301,10521.6
"AL","Barry",3,"2010-01-24",8,1367,,7319.5,1263,2869.4,12309.5
"AL","Barry",3,"2010-01-24",9,1439,,7590.5,1323.3,2840.9,12897.8
"AL","Barry",3,"2010-01-24",10,1474,,7190.799,1356.4,2687.901,13220.1
"AL","Barry",3,"2010-01-24",11,1494,,7643.2,1372.799,2853.9,13380.5
"AL","Barry",3,"2010-01-24",12,1508,,7825.5,1370.999,2867.8,13362.5
"AL","Barry",3,"2010-01-24",13,1442,,7706.7,1291.2,2713.4,12584.3
"AL","Barry",3,"2010-01-24",14,1391,,6863.8,1256.001,2794.2,12240.6
"AL","Barry",3,"2010-01-24",15,1366,,6316.9,1238.299,2721,12068.9
"AL","Barry",3,"2010-01-24",16,1405,,6973.201,1299.6,3057.499,12665.6
"AL","Barry",3,"2010-01-24",17,1517,,7500.2,1385,2834.6,13498.8
"AL","Barry",3,"2010-01-24",18,1539,,7501.9,1405.7,2810.801,13701
"AL","Barry",3,"2010-01-24",19,1541,,7493.6,1403.399,2857.4,13678.3
"AL","Barry",3,"2010-01-24",20,1540,,7495.699,1400.8,2896.1,13653.4
"AL","Barry",3,"2010-01-24",21,1464,,6789.001,1336.5,3057.3,13027.5
"AL","Barry",3,"2010-01-24",22,1352,,5990.6,1237.401,3117.799,12060.9
"AL","Barry",3,"2010-01-24",23,1016,,4686.1,938.2,3193.201,9144.5
"AL","Barry",3,"2010-01-25",0,978,,4677.5,912.1,3275.601,8890.5
"AL","Barry",3,"2010-01-25",1,977,,4679.2,928.1,3269.9,9045.9
"AL","Barry",3,"2010-01-25",2,1011,,4706.269,937.299,3320.651,9183.85
"AL","Barry",3,"2010-01-25",3,1047,,4648.097,962.225,3346.6,9657.125
"AL","Barry",3,"2010-01-25",4,1359,,5835.828,1234.2,3498.3,12890
"AL","Barry",3,"2010-01-25",5,1779,,7650.682,1572.3,2878.299,16364.1
"AL","Barry",3,"2010-01-25",6,2070,,7773.145,1674.6,2841.7,17966.7
"AL","Barry",3,"2010-01-25",7,2510,,7702.831,1832,2844,20611.8
"AL","Barry",3,"2010-01-25",8,2607,,7220.137,1839.801,2943.899,20972
"AL","Barry",3,"2010-01-25",9,2573,,7191.219,1831.2,2910.601,20805.9
"AL","Barry",3,"2010-01-25",10,2536,,7125.662,1786.301,2875.9,20398.7
"AL","Barry",3,"2010-01-25",11,2512,,6368.84,1753.7,2954.7,19997.2
"AL","Barry",3,"2010-01-25",12,2370,,6814.141,1750.6,3099.8,19545.3
"AL","Barry",3,"2010-01-25",13,2228,,6752.128,1665.6,3041.401,18497.8
"AL","Barry",3,"2010-01-25",14,2105,,5835.983,1456.5,3029.2,16358.3
"AL","Barry",3,"2010-01-25",15,2022,,6437.883,1457.9,4617.5,16303.4
"AL","Barry",3,"2010-01-25",16,2128,,6482.433,1546.9,2924,17344.5
"AL","Barry",3,"2010-01-25",17,2594,,8045.379,1862.7,2988,21085.4
"AL","Barry",3,"2010-01-25",18,2671,,8102.929,1892.601,3068.899,21480.6
"AL","Barry",3,"2010-01-25",19,2665,,8097.63,1893.1,3069.999,21489.4
"AL","Barry",3,"2010-01-25",20,2576,,8072.397,1862.599,3099.8,20955.6
"AL","Barry",3,"2010-01-25",21,2146,,8042.211,1684,3062.45,17963.7
"AL","Barry",3,"2010-01-25",22,1903,,7435.309,1564,3013.2,16371.9
"AL","Barry",3,"2010-01-25",23,1666,,5543.208,1268,2785.1,13415.75
"AL","Barry",3,"2010-01-26",0,1403,,4444.977,1110.9,2546.2,11794.6
"AL","Barry",3,"2010-01-26",1,1419,,4248.598,1106.499,2182.699,11764.1
"AL","Barry",3,"2010-01-26",2,1470,,4278.403,1147.4,2127.1,12166.4
"AL","Barry",3,"2010-01-26",3,1729,,5286.189,1335.151,2391.975,14336.85
"AL","Barry",3,"2010-01-26",4,2144,,6580.133,1589.901,2345.8,17763.1
"AL","Barry",3,"2010-01-26",5,2516,,6925.626,1747.7,2569.8,20137.7
"AL","Barry",3,"2010-01-26",6,2621,,7121.622,1801.201,2900.8,20725.8
"AL","Barry",3,"2010-01-26",7,2632,,7492.619,1848.1,3071.999,21180.7
"AL","Barry",3,"2010-01-26",8,2564,,7496.305,1792.2,3312.699,20627.5
"AL","Barry",3,"2010-01-26",9,2491,,6648.677,1723.9,3271.301,19942.3
"AL","Barry",3,"2010-01-26",10,2536,,6324.151,1774.3,3086.8,20415.8
"AL","Barry",3,"2010-01-26",11,2467,,6475.194,1750,3215.1,20067.7
"AL","Barry",3,"2010-01-26",12,2302,,6647.511,1624.8,3170.4,18790.6
"AL","Barry",3,"2010-01-26",13,2199,,6841.41,1592.8,3285.5,18196
"AL","Barry",3,"2010-01-26",14,2091,,6445.368,1563.9,3501.6,17462.5
"AL","Barry",3,"2010-01-26",15,2114,,6411.222,1568.4,3610.2,17545.6
"AL","Barry",3,"2010-01-26",16,2210,,6573.071,1650.4,3571,18378.3
"AL","Barry",3,"2010-01-26",17,2443,,6936.599,1773.1,3653.8,20084.5
"AL","Barry",3,"2010-01-26",18,2589,,7459.541,1851.5,3193.5,21088.5
"AL","Barry",3,"2010-01-26",19,2592,,7438.346,1852.099,3135.1,21098.5
"AL","Barry",3,"2010-01-26",20,2583,,7386.938,1844.501,3215.1,21018.5
"AL","Barry",3,"2010-01-26",21,2558,,7390.002,1845,3194.8,20929.5
"AL","Barry",3,"2010-01-26",22,2274,,7132.811,1730,3184.6,19113.3
"AL","Barry",3,"2010-01-26",23,2054,,5628.067,1555.899,2991.499,17316.4
"AL","Barry",3,"2010-01-27",0,1993,,5160.227,1489.301,2764.001,16706.6
"AL","Barry",3,"2010-01-27",1,2088,,5415.192,1548.5,2750,17471.7
"AL","Barry",3,"2010-01-27",2,2127,,5520.213,1569.2,2693.101,17757.4
"AL","Barry",3,"2010-01-27",3,2104,,5103.626,1544.301,2797.6,17522
"AL","Barry",3,"2010-01-27",4,2431,,6076.551,1725.501,3399.999,19868.7
"AL","Barry",3,"2010-01-27",5,2558,,6865.56,1838.5,3218.399,20975.5
"AL","Barry",3,"2010-01-27",6,2623,,6872.749,1876.8,3148.9,21412.6
"AL","Barry",3,"2010-01-27",7,2651,,7176.416,1710.9,3091.6,19773.7
"AL","Barry",3,"2010-01-27",8,2598,,7208.57,1869.2,3189.4,21212.1
"AL","Barry",3,"2010-01-27",9,2502,,6701.557,1791.1,3274.2,20372.6
"AL","Barry",3,"2010-01-27",10,2076,,6794.144,1606.175,3018.3,17226.925
"AL","Barry",3,"2010-01-27",11,1919,,7109.559,1557.9,3045.1,16557.1
"AL","Barry",3,"2010-01-27",12,1754,,6848.292,1523.7,2642,15896.3
"AL","Barry",3,"2010-01-27",13,1665,,6334.28,1426.5,2555.5,14871.4
"AL","Barry",3,"2010-01-27",14,1349,,4515.378,1083,2855.9,11521.2
"AL","Barry",3,"2010-01-27",15,1246,,3992.52,1013.2,2547.5,10870.9
