"State","Facility Name","Facility ID","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"AL","Barry",3,"2010-02-04",1,1807,,4361.225,1307.5,3291.9,15214.5
"AL","Barry",3,"2010-02-04",2,1809,,4200.853,1294.5,3052.199,15107.8
"AL","Barry",3,"2010-02-04",3,1807,,4446.269,1306.5,2997.5,15096.6
"AL","Barry",3,"2010-02-04",4,1895,,4820.731,1350.301,2681.4,15567.3
"AL","Barry",3,"2010-02-04",5,2233,,5870.163,1581,3007.9,18188.4
"AL","Barry",3,"2010-02-04",6,2530,,6446.427,1781.799,3052.299,20400.2
"AL","Barry",3,"2010-02-04",7,2640,,6649.442,1880.9,3096.8,21377
"AL","Barry",3,"2010-02-04",8,2582,,6333.437,1825.301,3334.201,20832.1
"AL","Barry",3,"2010-02-04",9,2440,,4952.31,1685.3,3139.6,19520.1
"AL","Barry",3,"2010-02-04",10,2336,,3873.726,1568.399,2786.199,18391.4
"AL","Barry",3,"2010-02-04",11,2201,,3578.719,1469.8,2446.3,17424.4
"AL","Barry",3,"2010-02-04",12,2054,,3629.527,1376.7,2194.301,16455.3
"AL","Barry",3,"2010-02-04",13,2170,,3716.227,1474.2,2239.5,17405.3
"AL","Barry",3,"2010-02-04",14,2264,,3687.915,1560.6,2367.499,18238.1
"AL","Barry",3,"2010-02-04",15,2316,,3780.472,1587.7,2283.199,18544.3
"AL","Barry",3,"2010-02-04",16,2317,,3882.962,1582.9,2190.599,18505
"AL","Barry",3,"2010-02-04",17,2316,,3980.285,1588.401,2165.9,18556.8
"AL","Barry",3,"2010-02-04",18,2322,,3983.876,1581.2,2303,18479.4
"AL","Barry",3,"2010-02-04",19,2302,,4044.661,1571.801,2324.501,18377.2
"AL","Barry",3,"2010-02-04",20,2281,,4082.317,1568.8,2693,18319
"AL","Barry",3,"2010-02-04",21,2248,,4139.068,1553.499,3333.499,18064.3
"AL","Barry",3,"2010-02-04",22,1980,,3544.052,1400.201,2824.1,16138.2
"AL","Barry",3,"2010-02-04",23,1817,,2338.319,1235.4,2398.1,14649.3
"AL","Barry",3,"2010-02-05",0,1740,,2318.881,1178.301,2154.5,13996.4
"AL","Barry",3,"2010-02-05",1,1594,,2356.944,1106.9,2089,13064.4
"AL","Barry",3,"2010-02-05",2,1560,,2352.745,1086.3,2083.8,12864
"AL","Barry",3,"2010-02-05",3,1663,,2448.966,1137,2094.8,13581.6
"AL","Barry",3,"2010-02-05",4,1896,,3786.195,1359.5,2314,15700.8
"AL","Barry",3,"2010-02-05",5,2188,,4060.047,1525.2,2389.499,17774.7
"AL","Barry",3,"2010-02-05",6,2290,,4029.754,1584.9,2261.8,18428.8
"AL","Barry",3,"2010-02-05",7,2296,,4007.962,1596.299,2347.1,18546.2
"AL","Barry",3,"2010-02-05",8,2301,,4000.468,1594.5,2371.9,18535.3
"AL","Barry",3,"2010-02-05",9,2307,,4088.861,1598.1,2445.5,18563.7
"AL","Barry",3,"2010-02-05",10,2304,,4097.159,1602.5,2346.6,18604.7
"AL","Barry",3,"2010-02-05",11,2291,,3943.66,1595.999,2288.8,18541.8
"AL","Barry",3,"2010-02-05",12,2287,,3855.766,1586.6,2325.199,18456.2
"AL","Barry",3,"2010-02-05",13,2289,,3861.461,1584.2,2352.1,18427.5
"AL","Barry",3,"2010-02-05",14,2294,,3916.854,1588.199,2373.199,18463.1
"AL","Barry",3,"2010-02-05",15,2287,,4167.959,1587.5,2508.4,18458.6
"AL","Barry",3,"2010-02-05",16,2296,,4497.578,1594.599,2557.9,18540.7
"AL","Barry",3,"2010-02-05",17,2296,,4695.892,1594.101,2540.4,18548
"AL","Barry",3,"2010-02-05",18,2300,,4861.786,1610.4,2387.299,18701.6
"AL","Barry",3,"2010-02-05",19,2289,,5057.474,1612.3,2302.2,18711.4
"AL","Barry",3,"2010-02-05",20,2260,,4833.061,1589.1,2221.7,18476.8
"AL","Barry",3,"2010-02-05",21,2237,,4533.267,1568.299,2360.3,18280.9
"AL","Barry",3,"2010-02-05",22,2141,,4092.875,1520,2320.401,17672.8
"AL","Barry",3,"2010-02-05",23,1891,,3252.663,1330.399,1952.499,15606.4
"AL","Barry",3,"2010-02-06",0,1488,,3171.997,1073.499,1946.299,12213.2
"AL","Barry",3,"2010-02-06",1,1244,,3534.062,971.701,2153.6,10778.2
"AL","Barry",3,"2010-02-06",2,1233,,3237.559,956.7,2204.9,10630
"AL","Barry",3,"2010-02-06",3,1258,,3240.146,982.199,2225.5,10869.5
"AL","Barry",3,"2010-02-06",4,1389,,3534.242,1126.401,2341.2,12200.7
"AL","Barry",3,"2010-02-06",5,1452,,3565.95,1167.3,2374.5,12674.3
"AL","Barry",3,"2010-02-06",6,1650,,4682.753,1351,2609.6,14536.1
"AL","Barry",3,"2010-02-06",7,1888,,5644.89,1502.5,2879.9,16391.8
"AL","Barry",3,"2010-02-06",8,2038,,5989.823,1555.3,2986.7,17350.2
"AL","Barry",3,"2010-02-06",9,2510,,6663.906,1787.001,2814.2,20436.5
"AL","Barry",3,"2010-02-06",10,2566,,7042.562,1818.7,2663.6,20785.2
"AL","Barry",3,"2010-02-06",11,2586,,7430.368,1846.1,2799.4,21055.5
"AL","Barry",3,"2010-02-06",12,2661,,8015.27,1903.4,2978.4,21617
"AL","Barry",3,"2010-02-06",13,2669,,8103.468,1922.4,3010.599,21800.5
"AL","Barry",3,"2010-02-06",14,2673,,8097.281,1935.799,3011.7,21938.2
"AL","Barry",3,"2010-02-06",15,2672,,7904.387,1938.2,2976.3,21967.6
"AL","Barry",3,"2010-02-06",16,2702,,7927.673,1949.9,2830.3,22141.1
"AL","Barry",3,"2010-02-06",17,2719,,8115.994,1961.6,2935.7,22272.1
"AL","Barry",3,"2010-02-06",18,2727,,8228.1,1963,3071.601,22288.4
"AL","Barry",3,"2010-02-06",19,2733,,8323.003,1975.5,3043.5,22412.3
"AL","Barry",3,"2010-02-06",20,2732,,8155.803,1971.7,3063.1,22374.9
"AL","Barry",3,"2010-02-06",21,2733,,8122.907,1978.4,3024.7,22442.7
"AL","Barry",3,"2010-02-06",22,2644,,7609.457,1921.4,3202.6,21781.8
"AL","Barry",3,"2010-02-06",23,2532,,7216.031,1874.5,3356.1,21237.4
"AL","Barry",3,"2010-02-07",0,2399,,6874.337,1779.499,3143.6,20175.6
"AL","Barry",3,"2010-02-07",1,2333,,6535.189,1718,3201.8,19611.6
"AL","Barry",3,"2010-02-07",2,2388,,6999.888,1755.1,3204.4,20043.7
"AL","Barry",3,"2010-02-07",3,2316,,6820.637,1682.899,3244.2,19303.9
"AL","Barry",3,"2010-02-07",4,2431,,6962.311,1758.3,3116.3,20159.8
"AL","Barry",3,"2010-02-07",5,2560,,7264.273,1864.4,3147.4,21239.1
"AL","Barry",3,"2010-02-07",6,2684,,7338.046,1943.5,2927.2,22061
"AL","Barry",3,"2010-02-07",7,2702,,7429.949,1948.7,2822.6,22113.3
"AL","Barry",3,"2010-02-07",8,2672,,7339.863,1917,2810.4,21814.9
"AL","Barry",3,"2010-02-07",9,2521,,7377.258,1800.9,2763.099,20678.5
"AL","Barry",3,"2010-02-07",10,2519,,8031.849,1818.6,2869.901,20844.6
"AL","Barry",3,"2010-02-07",11,2440,,7201.847,1752.4,3033.5,20127.5
"AL","Barry",3,"2010-02-07",12,2336,,6903.237,1681.8,3133.4,19293.7
"AL","Barry",3,"2010-02-07",13,2170,,6115.396,1562.801,3114.8,17892.2
"AL","Barry",3,"2010-02-07",14,2076,,5592.294,1494.5,3215.8,17086.1
"AL","Barry",3,"2010-02-07",15,2029,,5250.25,1478.9,3279.299,16832.7
"AL","Barry",3,"2010-02-07",16,2192,,5877.584,1588.1,3306.9,18202.3
"AL","Barry",3,"2010-02-07",17,2488,,7335.582,1779.8,3147.4,20420.1
"AL","Barry",3,"2010-02-07",18,2581,,7322.524,1807.5,2961.1,20788.2
"AL","Barry",3,"2010-02-07",19,2625,,6973.836,1863.201,3045.101,21341.7
"AL","Barry",3,"2010-02-07",20,2616,,6765.463,1875.4,3045.1,21408.5
"AL","Barry",3,"2010-02-07",21,2621,,6856.066,1892.101,3102.399,21573.9
"AL","Barry",3,"2010-02-07",22,2600,,6786.042,1886.5,3110.801,21503
"AL","Barry",3,"2010-02-07",23,2604,,6601.664,1869.1,3019.299,21346.4
"AL","Barry",3,"2010-02-08",0,2603,,6476.468,1861.2,2999,21273
"AL","Barry",3,"2010-02-08",1,2584,,6377.229,1845.7,3024.9,21094.8
"AL","Barry",3,"2010-02-08",2,2596,,6440.159,1847.4,3059.2,21132.4
"AL","Barry",3,"2010-02-08",3,2577,,6535.798,1843.1,3020.4,21046.2
"AL","Barry",3,"2010-02-08",4,2591,,6489.943,1830.8,2914.4,20960.1
"AL","Barry",3,"2010-02-08",5,2612,,6442.456,1829.701,2875.9,20958.3
"AL","Barry",3,"2010-02-08",6,2679,,6620.355,1870.6,2992.1,21356.4
"AL","Barry",3,"2010-02-08",7,2641,,6388.329,1855.101,3216.501,21187.6
"AL","Barry",3,"2010-02-08",8,2584,,6648.908,1838.5,3324.2,21010.9
"AL","Barry",3,"2010-02-08",9,2549,,6492.147,1810.5,3245.9,20694.1
"AL","Barry",3,"2010-02-08",10,2554,,6272.575,1815.8,3164.8,20765
"AL","Barry",3,"2010-02-08",11,2388,,5653.68,1712.901,2975.4,19486.6
"AL","Barry",3,"2010-02-08",12,2118,,4914.396,1551.901,2836.2,17646.6
"AL","Barry",3,"2010-02-08",13,2056,,4689.427,1488.5,2733.3,17119.9
"AL","Barry",3,"2010-02-08",14,1996,,4776.906,1468.299,2712.1,16769.2
"AL","Barry",3,"2010-02-08",15,1881,,4508.459,1401,2820.701,15872.8
"AL","Barry",3,"2010-02-08",16,2081,,4890.506,1484.3,2648.8,17066.4
"AL","Barry",3,"2010-02-08",17,2446,,5964.832,1718.501,2744.601,19718.6
"AL","Barry",3,"2010-02-08",18,2606,,6799.614,1849.499,2750.299,21049.5
"AL","Barry",3,"2010-02-08",19,2593,,7013.119,1829.5,2893,20860.9
"AL","Barry",3,"2010-02-08",20,2589,,7026.725,1823.7,2849.4,20807.9
"AL","Barry",3,"2010-02-08",21,2617,,6970.118,1855.2,2812.3,21109
"AL","Barry",3,"2010-02-08",22,2299,,6374.467,1707.899,3178,19147
"AL","Barry",3,"2010-02-08",23,1821,,4507.757,1274.249,2693.901,14493.75
"AL","Barry",3,"2010-02-09",0,1569,,4147.884,1146.1,2483.3,12913.4
"AL","Barry",3,"2010-02-09",1,1547,,4144.341,1136.3,2376.2,12786.9
"AL","Barry",3,"2010-02-09",2,1564,,4138.045,1153.7,2345.699,12960.7
"AL","Barry",3,"2010-02-09",3,1673,,4166.94,1179.2,2341.801,13275.475
"AL","Barry",3,"2010-02-09",4,1851,,4452.684,1322.599,2486.9,15264.3
"AL","Barry",3,"2010-02-09",5,2169,,5512.85,1590.1,2728.899,18126.5
"AL","Barry",3,"2010-02-09",6,2518,,6269.073,1780.6,2742.6,20351
"AL","Barry",3,"2010-02-09",7,2594,,6582.01,1828.9,2728.8,20848.8
"AL","Barry",3,"2010-02-09",8,2575,,6539.625,1822.699,2606.6,20798.8
"AL","Barry",3,"2010-02-09",9,2585,,6947.537,1851.6,2726.099,21018.1
"AL","Barry",3,"2010-02-09",10,2524,,6671.036,1803.7,2856.5,20411.3
"AL","Barry",3,"2010-02-09",11,2526,,6520.166,1804.8,2948.7,20511.6
"AL","Barry",3,"2010-02-09",12,2547,,6530.787,1823.199,2992.5,20777.7
"AL","Barry",3,"2010-02-09",13,2555,,6544.457,1827.5,3042.2,20866.1
"AL","Barry",3,"2010-02-09",14,2570,,6647.25,1836.5,3151.4,20949
"AL","Barry",3,"2010-02-09",15,2573,,6624.855,1838.9,3212.4,20977.6
"AL","Barry",3,"2010-02-09",16,2578,,6551.457,1832.499,3332,20915.3
"AL","Barry",3,"2010-02-09",17,2586,,6160.623,1820.4,3675.6,20844.9
"AL","Barry",3,"2010-02-09",18,2604,,6128.975,1828,3736.399,20953.8
"AL","Barry",3,"2010-02-09",19,2632,,6655.117,1863.1,3631.2,21256.4
"AL","Barry",3,"2010-02-09",20,2618,,6521.728,1847.6,3561.3,21113.2
"AL","Barry",3,"2010-02-09",21,2630,,6639.921,1861.4,3548.5,21243.6
"AL","Barry",3,"2010-02-09",22,2532,,6755.331,1841,3559.499,20839.6
"AL","Barry",3,"2010-02-09",23,2482,,6849.075,1825.2,3416.3,20575.5
"AL","Barry",3,"2010-02-10",0,2291,,6405.418,1673.1,3209.6,18913.9
"AL","Barry",3,"2010-02-10",1,2442,,6776.06,1737.7,3093,19924
"AL","Barry",3,"2010-02-10",2,2503,,6983.404,1774.5,3113.2,20381.5
"AL","Barry",3,"2010-02-10",3,2614,,7514.277,1859.099,3018.4,21256.3
"AL","Barry",3,"2010-02-10",4,2701,,7622.355,1928.199,3005.6,21988.4
"AL","Barry",3,"2010-02-10",5,2747,,7676.57,1946.5,3024.901,22176
"AL","Barry",3,"2010-02-10",6,2748,,7611.873,1947,3089.1,22183.7
"AL","Barry",3,"2010-02-10",7,2750,,7659.875,1956.4,3193.701,22277.5
"AL","Barry",3,"2010-02-10",8,2756,,7827.564,1979.5,3202.8,22495.2
"AL","Barry",3,"2010-02-10",9,2753,,7900.557,1971.999,3127,22414.6
"AL","Barry",3,"2010-02-10",10,2737,,8095.452,1969.8,3118.2,22320.8
"AL","Barry",3,"2010-02-10",11,2714,,7973.115,1945.4,3200.9,22056.2
"AL","Barry",3,"2010-02-10",12,2599,,7060.634,1833.5,3237,20911.5
"AL","Barry",3,"2010-02-10",13,2552,,6780.89,1793,3173.799,20484.3
"AL","Barry",3,"2010-02-10",14,2403,,6378.098,1682.701,3125.701,19346.7
"AL","Barry",3,"2010-02-10",15,2425,,6601.445,1712.1,3167.2,19662.9
"AL","Barry",3,"2010-02-10",16,2487,,6634.644,1777.9,3172.7,20304.1
"AL","Barry",3,"2010-02-10",17,2533,,7263.234,1829.1,3360.099,20796.9
"AL","Barry",3,"2010-02-10",18,2758,,9227.527,2018.401,3331.3,22776.7
"AL","Barry",3,"2010-02-10",19,2749,,9214.627,2010.1,3372.001,22695
"AL","Barry",3,"2010-02-10",20,2719,,8850.913,1977.8,3333,22369.7
"AL","Barry",3,"2010-02-10",21,2629,,8109.865,1904.4,3407.5,21621.7
"AL","Barry",3,"2010-02-10",22,2542,,7387.701,1836.4,3424.3,20915.2
"AL","Barry",3,"2010-02-10",23,2418,,6383.648,1731.301,3446.601,19782
"AL","Barry",3,"2010-02-11",0,2384,,6222.593,1707,3353.8,19506.8
"AL","Barry",3,"2010-02-11",1,2384,,6603.109,1732.199,3291.9,19694.7
"AL","Barry",3,"2010-02-11",2,2371,,6215.965,1710.7,3295.7,19523.1
"AL","Barry",3,"2010-02-11",3,2306,,5859.276,1667.8,3282.6,19043.1
"AL","Barry",3,"2010-02-11",4,2411,,6203.284,1731.1,3334.8,19808.8
"AL","Barry",3,"2010-02-11",5,2528,,7025.214,1820.8,3378.8,20770.8
"AL","Barry",3,"2010-02-11",6,2567,,7193.737,1839.5,3281.9,20970
"AL","Barry",3,"2010-02-11",7,2648,,7931.607,1920.8,3248.8,21810.7
"AL","Barry",3,"2010-02-11",8,2544,,7365.369,1814.8,3229.2,20751.3
"AL","Barry",3,"2010-02-11",9,2620,,9259.235,1681.274,3174.825,19461.7
"AL","Barry",3,"2010-02-11",10,2458,,14504.217,1882.2,3342.6,21301.8
"AL","Barry",3,"2010-02-11",11,2471,,14477.151,1895.301,3357.7,21454.1
"AL","Barry",3,"2010-02-11",12,2418,,14054.839,1870.1,3359.9,21130.6
"AL","Barry",3,"2010-02-11",13,2208,,13110.769,1746.399,3335.299,19663.5
"AL","Barry",3,"2010-02-11",14,2081,,12696.288,1695.4,3171.2,18970
"AL","Barry",3,"2010-02-11",15,1964,,12249.676,1617.199,3087,17919.2
"AL","Barry",3,"2010-02-11",16,1933,,12232.379,1605.301,3126,17734.9
"AL","Barry",3,"2010-02-11",17,2311,,12849.886,1750.4,3286.2,19856.5
"AL","Barry",3,"2010-02-11",18,2626,,14293.212,1969,3283.599,22283.8
"AL","Barry",3,"2010-02-11",19,2585,,14152.124,1960,3223,22206.1
"AL","Barry",3,"2010-02-11",20,2392,,12504.732,1771.399,3833.3,20373.6
"AL","Barry",3,"2010-02-11",21,2323,,12135.136,1738.2,3938.801,19981.6
"AL","Barry",3,"2010-02-11",22,2031,,9975.949,1512.8,3410.7,17654.6
"AL","Barry",3,"2010-02-11",23,1755,,6680.651,1151.1,3004.65,14058.95
"AL","Barry",3,"2010-02-12",0,1630,,5932.642,1047.799,2601.2,13048.1
"AL","Barry",3,"2010-02-12",1,1599,,5800.581,1027.6,2583.499,12808.7
"AL","Barry",3,"2010-02-12",2,1463,,5298.683,933.1,2504.2,11608.5
"AL","Barry",3,"2010-02-12",3,1533,,5702.931,995.1,2491.4,12316.2
"AL","Barry",3,"2010-02-12",4,1720,,6273.154,1096.2,2529.601,13598.4
"AL","Barry",3,"2010-02-12",5,1902,,6965.419,1189.1,2480.3,14688.3
"AL","Barry",3,"2010-02-12",6,1920,,6990.529,1181.101,2403.399,14616.7
"AL","Barry",3,"2010-02-12",7,1932,,7157.33,1197.9,2432.501,14782.8
"AL","Barry",3,"2010-02-12",8,1934,,7126.526,1194.7,2498.6,14748.6
"AL","Barry",3,"2010-02-12",9,1932,,6793.328,1194.5,2524.6,14746.9
"AL","Barry",3,"2010-02-12",10,1930,,6545.344,1194.201,2501.8,14756.6
"AL","Barry",3,"2010-02-12",11,1883,,5887.851,1147,2578.3,14300.7
"AL","Barry",3,"2010-02-12",12,1895,,5758.953,1154.299,2558.2,14371.5
"AL","Barry",3,"2010-02-12",13,1908,,5815.14,1171.2,2501.6,14528.7
"AL","Barry",3,"2010-02-12",14,1908,,5838.432,1170.501,2496,14517.4
"AL","Barry",3,"2010-02-12",15,1906,,5908.629,1173.2,2454.4,14540.3
"AL","Barry",3,"2010-02-12",16,1910,,5885.831,1178.5,2478.3,14594.1
"AL","Barry",3,"2010-02-12",17,1909,,5803.636,1176.1,2432.8,14574.6
"AL","Barry",3,"2010-02-12",18,1907,,5762.842,1169.4,2465.001,14512.4
"AL","Barry",3,"2010-02-12",19,1899,,5708.842,1166.3,2449.6,14483
"AL","Barry",3,"2010-02-12",20,1897,,5620.849,1167.101,2542.1,14495.2
"AL","Barry",3,"2010-02-12",21,1884,,5536.751,1160.5,2513.5,14432.7
"AL","Barry",3,"2010-02-12",22,1889,,5562.751,1164.5,2554.699,14471.3
"AL","Barry",3,"2010-02-12",23,1875,,5431.452,1149.6,2392.3,14326.6
"AL","Barry",3,"2010-02-13",0,1879,,5370.658,1151.4,2431.7,14347.8
"AL","Barry",3,"2010-02-13",1,1878,,5297.262,1145.7,2415.5,14294.7
"AL","Barry",3,"2010-02-13",2,1856,,5084.463,1124.399,2441.501,14089.2
"AL","Barry",3,"2010-02-13",3,1815,,4582.966,1068.3,2530.1,13545
"AL","Barry",3,"2010-02-13",4,1838,,4728.073,1091.5,2565.4,13773.9
"AL","Barry",3,"2010-02-13",5,1853,,4807.086,1115.3,2807.199,14016
"AL","Barry",3,"2010-02-13",6,1881,,4913.493,1131.8,3002.3,14182.1
"AL","Barry",3,"2010-02-13",7,1866,,4796.993,1126.001,3038.1,14125.2
"AL","Barry",3,"2010-02-13",8,1870,,4885.566,1128.3,2800.1,14130.8
"AL","Barry",3,"2010-02-13",9,1879,,4958.343,1140.999,2765.6,14236.6
"AL","Barry",3,"2010-02-13",10,1904,,5219.523,1166.6,2860.4,14472.6
"AL","Barry",3,"2010-02-13",11,1898,,5230.404,1172.1,2907.501,14513.1
"AL","Barry",3,"2010-02-13",12,1856,,5151.628,1153.5,2770.7,14276.8
"AL","Barry",3,"2010-02-13",13,1612,,4909.327,1043.8,2807,12647.1
"AL","Barry",3,"2010-02-13",14,1442,,4553.094,955.901,2850.1,11486.3
"AL","Barry",3,"2010-02-13",15,1408,,4470.739,936.9,2945.2,11193.3
"AL","Barry",3,"2010-02-13",16,1441,,4226.145,931.3,2893.499,11281.7
"AL","Barry",3,"2010-02-13",17,1740,,4544.069,1082.6,2992,13474
"AL","Barry",3,"2010-02-13",18,1853,,4536.101,1127.8,2659.2,14077.5
"AL","Barry",3,"2010-02-13",19,1868,,4483.608,1121.9,2953.599,14026
"AL","Barry",3,"2010-02-13",20,1882,,4633.507,1142.5,2983.8,14224.4
"AL","Barry",3,"2010-02-13",21,1871,,4542.606,1126.4,2941.801,14067.7
"AL","Barry",3,"2010-02-13",22,1841,,4317.909,1089.8,3038.499,13713
"AL","Barry",3,"2010-02-13",23,1855,,4559.11,1119.6,3017.8,14005.1
"AL","Barry",3,"2010-02-14",0,1856,,4563.106,1118.7,3075,13994.7
"AL","Barry",3,"2010-02-14",1,1829,,4360.103,1093.7,2919.9,13746.8
"AL","Barry",3,"2010-02-14",2,1818,,4215.801,1074.9,2998.4,13563.5
"AL","Barry",3,"2010-02-14",3,1849,,4356.603,1095.101,2953.201,13759.8
"AL","Barry",3,"2010-02-14",4,1839,,4317.606,1091.2,3086.301,13725.5
"AL","Barry",3,"2010-02-14",5,1887,,4637.314,1136.9,2925.3,14176.5
"AL","Barry",3,"2010-02-14",6,1893,,4675.738,1145,2937.8,14273.1
"AL","Barry",3,"2010-02-14",7,1902,,4638.968,1139.501,3050.2,14239.6
"AL","Barry",3,"2010-02-14",8,1902,,4920.311,1156.2,3037.601,14362.2
"AL","Barry",3,"2010-02-14",9,1889,,5091.872,1150.7,3135.199,14278.9
"AL","Barry",3,"2010-02-14",10,1607,,3485.468,919,3182.299,11949.1
"AL","Barry",3,"2010-02-14",11,1345,,3658.984,839.9,3217.5,10489.4
"AL","Barry",3,"2010-02-14",12,1328,,3733.64,836.4,3218.1,10424.4
"AL","Barry",3,"2010-02-14",13,1258,,3948.822,823.7,3250.4,10077
"AL","Barry",3,"2010-02-14",14,1259,,4006.123,824.5,3276.7,10086.3
"AL","Barry",3,"2010-02-14",15,1253,,3980.221,817.2,3164.7,10013.6
"AL","Barry",3,"2010-02-14",16,1313,,4050.73,844.1,3180.2,10421.9
"AL","Barry",3,"2010-02-14",17,1557,,4458.488,968.7,3282.9,12167.3
"AL","Barry",3,"2010-02-14",18,1649,,4916.185,1034.3,3039.2,12875.6
"AL","Barry",3,"2010-02-14",19,1778,,5046.451,1074.3,2893.201,13523
"AL","Barry",3,"2010-02-14",20,1746,,5046.882,1060.8,3018.6,13341.3
"AL","Barry",3,"2010-02-14",21,1674,,5065.722,1025.2,3138.8,12813.2
"AL","Barry",3,"2010-02-14",22,1477,,4769.597,931,3158.901,11527.2
"AL","Barry",3,"2010-02-14",23,1318,,4461.25,848.9,3046.4,10414
"AL","Barry",3,"2010-02-15",0,1234,,4144.444,798.2,3041,9845
"AL","Barry",3,"2010-02-15",1,1220,,4104.143,800.9,3081.099,9869.8
"AL","Barry",3,"2010-02-15",2,1243,,4107.141,807.399,3106.1,10002.6
"AL","Barry",3,"2010-02-15",3,1313,,4145.713,831.601,3125.001,10427.8
"AL","Barry",3,"2010-02-15",4,1224,,4217.351,801.4,3201.4,9881.1
"AL","Barry",3,"2010-02-15",5,1386,,4401.853,873.7,3231.099,11007.1
"AL","Barry",3,"2010-02-15",6,1685,,4827.595,998.7,3314,12817.5
"AL","Barry",3,"2010-02-15",7,1767,,5472.753,1069.4,3106.9,13546.4
"AL","Barry",3,"2010-02-15",8,1767,,5516.446,1066.701,3125.7,13514.2
"AL","Barry",3,"2010-02-15",9,1791,,5591.15,1078.3,3152.7,13631.1
"AL","Barry",3,"2010-02-15",10,1845,,5965.939,1124.5,3076.8,14074.2
"AL","Barry",3,"2010-02-15",11,1847,,6043.625,1127.4,2923.2,14092.9
"AL","Barry",3,"2010-02-15",12,1837,,6016.301,1124.699,2866.7,14047.6
"AL","Barry",3,"2010-02-15",13,1833,,5999.05,1157.875,2905.2,14353.375
"AL","Barry",3,"2010-02-15",14,1796,,5957.604,1166.401,2840.801,14388.2
"AL","Barry",3,"2010-02-15",15,1790,,5955.261,1175.8,2763.199,14449
"AL","Barry",3,"2010-02-15",16,1803,,5953.682,1190.5,2747.601,14608.2
"AL","Barry",3,"2010-02-15",17,1832,,5848.081,1178.501,2639.3,14558.6
"AL","Barry",3,"2010-02-15",18,1825,,5698.997,1167.499,2582.6,14462
"AL","Barry",3,"2010-02-15",19,1837,,5771.801,1182.501,2793,14611.5
"AL","Barry",3,"2010-02-15",20,1827,,5589.601,1167.6,2838.999,14467.9
"AL","Barry",3,"2010-02-15",21,1830,,5667.371,1169.601,2964.876,14481.275
"AL","Barry",3,"2010-02-15",22,1813,,5501.397,1150.4,2859.501,14295.9
"AL","Barry",3,"2010-02-15",23,1831,,5511.702,1172.201,2880.5,14510.9
"AL","Barry",3,"2010-02-16",0,1890,,6034.306,1229.901,3316.1,15077
"AL","Barry",3,"2010-02-16",1,2029,,8015.606,1433.6,3632.7,17062.2
"AL","Barry",3,"2010-02-16",2,2059,,8350.604,1467.8,3660.7,17395.9
"AL","Barry",3,"2010-02-16",3,2064,,8559.407,1506.699,3640.8,17774.9
"AL","Barry",3,"2010-02-16",4,2151,,9065.798,1551.6,3841.1,18206.6
"AL","Barry",3,"2010-02-16",5,2201,,9292.915,1569.2,3711.6,18389.6
"AL","Barry",3,"2010-02-16",6,2259,,9177.402,1546.1,3588.4,18226.9
"AL","Barry",3,"2010-02-16",7,2337,,10043.277,1629.4,3918.5,19020.7
"AL","Barry",3,"2010-02-16",8,2434,,11594.118,1809.7,4742.4,20735.3
"AL","Barry",3,"2010-02-16",9,2432,,11587.686,1804.499,4873.6,20665.6
"AL","Barry",3,"2010-02-16",10,2399,,11791.876,1800.2,4937.4,20543.4
"AL","Barry",3,"2010-02-16",11,2479,,12420.583,1877.3,5349.2,21298.3
"AL","Barry",3,"2010-02-16",12,2467,,13066.449,1909.901,5334.001,21453.6
"AL","Barry",3,"2010-02-16",13,2397,,13395.886,1897.4,5136.7,21077.7
"AL","Barry",3,"2010-02-16",14,2369,,13552.637,1902.3,5230.4,21020.4
"AL","Barry",3,"2010-02-16",15,2372,,13440.511,1895.8,5146.601,20938.9
"AL","Barry",3,"2010-02-16",16,2410,,13134.118,1903.3,5279,21158.8
"AL","Barry",3,"2010-02-16",17,2611,,13199.322,1998.199,5399,22506.5
"AL","Barry",3,"2010-02-16",18,2715,,13513.414,2084.601,5516.401,23412.7
"AL","Barry",3,"2010-02-16",19,2705,,13092.526,2046.9,5215.9,23056.1
"AL","Barry",3,"2010-02-16",20,2710,,13135.727,2061.5,3432.899,23196.3
"AL","Barry",3,"2010-02-16",21,2733,,13268.431,2086.3,3172.9,23443.3
"AL","Barry",3,"2010-02-16",22,2733,,13317.624,2093.999,3118.5,23512.3
"AL","Barry",3,"2010-02-16",23,2645,,13209.944,2055.701,2900,23009.8
"AL","Barry",3,"2010-02-17",0,2429,,12139.773,1889.1,2769.8,21197.7
"AL","Barry",3,"2010-02-17",1,2353,,10288.15,1713.199,2672.8,19818.8
"AL","Barry",3,"2010-02-17",2,2488,,11743.35,1872.8,2744,21372.5
"AL","Barry",3,"2010-02-17",3,2564,,12351.049,1941.999,4292.7,22047.7
"AL","Barry",3,"2010-02-17",4,2565,,12507.947,1947.199,4495.999,22096.9
"AL","Barry",3,"2010-02-17",5,2576,,12695.475,1952.301,4532.501,22166.5
"AL","Barry",3,"2010-02-17",6,2527,,12374.172,1910.099,4581,21755
"AL","Barry",3,"2010-02-17",7,2463,,11987.847,1857.9,4539.5,21226
"AL","Barry",3,"2010-02-17",8,2471,,12073.952,1860.2,4550.801,21252.5
